,date_time,gm_open,gm_close,jnsn_open,jnsn_close,jacobs_open,jacobs_close,albemarle_open,albemarle_close,disney_open,disney_close,att_open,att_close,aal_open,aal_close
61,2020-03-09,26.00,24.69,136.33,136.44,87.69,88.94,75.50,72.96,108.69,104.35,35.01,34.69,14.87,14.75
62,2020-03-10,25.98,27.12,139.97,141.64,91.05,92.28,77.11,75.19,108.10,111.46,35.51,35.85,15.82,17.00
63,2020-03-11,26.00,26.00,138.09,131.80,90.08,88.00,73.38,70.07,108.42,105.51,34.85,34.52,16.31,16.26
64,2020-03-12,23.60,23.04,127.31,125.41,77.45,79.12,63.97,64.79,97.62,91.81,31.86,31.33,14.05,13.45
65,2020-03-13,24.60,24.71,129.32,134.29,82.46,86.76,69.46,68.01,100.78,102.52,32.92,34.47,15.30,14.31
66,2020-03-13,24.60,24.71,129.32,134.29,82.46,86.76,69.46,68.01,100.78,102.52,32.92,34.47,15.30,14.31
67,2020-03-13,24.60,24.71,129.32,134.29,82.46,86.76,69.46,68.01,100.78,102.52,32.92,34.47,15.30,14.31
68,2020-03-16,21.51,21.00,123.57,127.13,79.05,78.87,61.34,58.96,91.80,95.01,31.00,31.81,12.41,15.92
69,2020-03-17,21.31,20.32,128.55,136.59,79.69,80.59,60.29,67.06,95.80,93.53,32.12,33.74,15.79,15.58
70,2020-03-18,18.83,16.80,131.02,134.96,76.04,79.43,62.41,68.64,87.59,88.80,32.00,32.85,14.24,11.65
71,2020-03-19,16.34,17.71,134.99,127.05,76.10,74.69,66.55,61.94,88.00,94.93,31.36,31.15,11.60,10.29
72,2020-03-20,18.42,18.14,126.83,119.89,74.70,65.65,62.68,53.45,95.99,85.98,30.46,28.45,10.65,10.38
73,2020-03-20,18.42,18.14,126.83,119.89,74.70,65.65,62.68,53.45,95.99,85.98,30.46,28.45,10.65,10.38
74,2020-03-20,18.42,18.14,126.83,119.89,74.70,65.65,62.68,53.45,95.99,85.98,30.46,28.45,10.65,10.38
75,2020-03-23,18.01,17.60,117.00,111.14,64.81,63.01,52.38,50.90,84.49,85.76,27.39,26.77,10.90,10.25
76,2020-03-24,19.32,21.11,118.76,119.18,65.85,69.49,53.89,56.03,92.33,98.12,28.00,28.09,11.96,13.92
77,2020-03-25,23.00,21.49,118.91,119.40,69.41,73.25,56.39,60.02,100.66,100.73,28.08,28.40,16.69,15.39
78,2020-03-26,21.64,22.56,120.57,126.57,74.19,79.82,60.00,60.46,100.83,105.36,28.68,30.60,16.06,15.66
79,2020-03-27,21.37,21.38,121.65,123.16,77.96,74.88,58.00,55.02,100.45,96.40,29.69,29.84,14.98,14.04
80,2020-03-27,21.37,21.38,121.65,123.16,77.96,74.88,58.00,55.02,100.45,96.40,29.69,29.84,14.98,14.04
81,2020-03-27,21.37,21.38,121.65,123.16,77.96,74.88,58.00,55.02,100.45,96.40,29.69,29.84,14.98,14.04
82,2020-03-30,22.31,21.32,128.46,133.01,75.10,77.99,55.61,55.60,96.00,99.80,29.90,30.23,13.20,12.25
83,2020-03-31,20.97,20.78,134.99,131.13,77.85,79.27,55.52,56.37,100.22,96.60,30.04,29.15,12.90,12.19
84,2020-04-01,19.50,19.26,127.70,128.81,75.60,79.22,54.26,54.84,93.50,94.92,28.38,28.05,11.45,10.69
85,2020-04-02,19.10,18.19,129.12,133.15,78.12,81.18,54.88,53.66,94.20,96.97,28.00,28.76,10.61,10.06
86,2020-04-03,18.40,18.04,132.38,134.17,80.28,78.97,53.63,52.70,96.31,93.88,28.53,27.46,10.34,9.39
87,2020-04-03,18.40,18.04,132.38,134.17,80.28,78.97,53.63,52.70,96.31,93.88,28.53,27.46,10.34,9.39
88,2020-04-03,18.40,18.04,132.38,134.17,80.28,78.97,53.63,52.70,96.31,93.88,28.53,27.46,10.34,9.39
89,2020-04-06,19.10,19.55,137.01,139.76,81.59,83.42,55.13,56.93,97.26,99.58,28.40,29.44,9.72,9.50
90,2020-04-07,21.27,21.30,139.86,137.48,85.88,81.88,58.31,57.00,104.86,101.24,30.44,30.08,11.07,10.22
91,2020-04-08,21.74,23.13,137.75,143.26,83.08,80.94,57.61,61.82,100.53,101.07,29.95,29.89,10.91,11.33
92,2020-04-09,24.16,24.06,144.01,141.23,81.87,81.31,62.35,67.02,107.92,104.50,30.00,30.73,12.64,12.51
93,2020-04-09,24.16,24.06,144.01,141.23,81.87,81.31,62.35,67.02,107.92,104.50,30.00,30.73,12.64,12.51
94,2020-04-09,24.16,24.06,144.01,141.23,81.87,81.31,62.35,67.02,107.92,104.50,30.00,30.73,12.64,12.51
95,2020-04-09,24.16,24.06,144.01,141.23,81.87,81.31,62.35,67.02,107.92,104.50,30.00,30.73,12.64,12.51
96,2020-04-13,24.04,23.01,140.00,139.77,80.59,79.83,66.78,63.31,104.71,103.50,30.50,30.19,12.90,11.56
97,2020-04-14,23.60,22.98,145.42,146.03,81.35,81.81,64.75,63.68,105.50,106.03,30.69,31.13,12.22,11.95
98,2020-04-15,21.92,21.66,145.55,147.66,79.72,80.02,61.44,58.25,104.39,103.37,30.63,30.09,12.52,12.29
99,2020-04-16,21.64,20.87,148.31,149.67,79.50,79.05,58.26,58.57,103.53,102.02,30.28,30.16,11.91,11.07
100,2020-04-17,21.92,22.48,151.99,152.02,81.22,84.20,60.58,61.47,106.21,106.63,30.85,31.23,11.87,11.57
101,2020-04-17,21.92,22.48,151.99,152.02,81.22,84.20,60.58,61.47,106.21,106.63,30.85,31.23,11.87,11.57
102,2020-04-17,21.92,22.48,151.99,152.02,81.22,84.20,60.58,61.47,106.21,106.63,30.85,31.23,11.87,11.57
103,2020-04-20,21.72,22.38,150.93,151.67,83.70,80.70,60.00,60.00,103.58,102.26,30.85,30.98,11.15,11.06
104,2020-04-21,21.27,21.24,150.12,149.68,79.73,78.21,58.50,57.86,100.01,100.54,30.51,29.87,10.80,11.00
105,2020-04-22,21.65,21.30,152.81,152.99,79.70,79.51,58.96,59.45,101.80,100.99,30.90,29.47,11.09,10.27
106,2020-04-23,21.55,21.52,154.25,155.51,80.56,79.75,60.67,60.66,100.65,101.00,29.44,29.50,10.36,10.25
107,2020-04-24,21.71,21.95,155.57,154.86,79.51,80.00,61.11,61.53,101.78,101.19,29.59,29.71,10.40,10.31
108,2020-04-24,21.71,21.95,155.57,154.86,79.51,80.00,61.11,61.53,101.78,101.19,29.59,29.71,10.40,10.31
109,2020-04-24,21.71,21.95,155.57,154.86,79.51,80.00,61.11,61.53,101.78,101.19,29.59,29.71,10.40,10.31
110,2020-04-27,21.52,22.45,154.81,154.29,81.00,79.79,61.82,62.25,102.00,106.06,29.99,30.54,10.53,10.02
111,2020-04-28,23.18,22.18,151.25,151.39,81.86,83.50,64.00,64.31,108.79,106.21,31.00,30.65,10.29,11.26
112,2020-04-29,22.75,23.78,151.38,150.24,85.11,82.73,64.06,64.67,109.94,112.25,31.13,31.43,12.10,12.63
113,2020-04-30,23.44,22.29,148.46,150.04,82.35,82.75,63.80,61.43,109.44,108.15,31.00,30.47,11.92,12.01
114,2020-05-01,21.65,20.90,149.62,148.29,81.53,80.78,60.50,57.44,106.36,105.50,30.77,29.90,11.41,10.64
115,2020-05-01,21.65,20.90,149.62,148.29,81.53,80.78,60.50,57.44,106.36,105.50,30.77,29.90,11.41,10.64
116,2020-05-01,21.65,20.90,149.62,148.29,81.53,80.78,60.50,57.44,106.36,105.50,30.77,29.90,11.41,10.64
117,2020-05-04,20.45,20.75,148.77,148.27,79.72,81.03,56.82,57.26,102.01,103.18,29.75,29.60,9.41,9.82
118,2020-05-05,21.25,21.26,149.00,149.50,81.45,81.54,58.37,58.47,101.51,101.06,29.74,29.74,10.26,9.51
119,2020-05-06,23.05,21.89,150.00,148.08,81.73,78.35,59.17,57.93,101.48,100.88,29.82,28.79,9.58,9.25
120,2020-05-07,22.18,22.44,149.37,147.59,78.98,78.55,59.90,59.74,101.85,105.57,29.17,28.89,9.30,9.54
121,2020-05-08,23.07,23.93,148.92,148.70,79.14,79.97,60.63,64.25,109.05,109.16,29.29,29.79,9.78,10.14
122,2020-05-08,23.07,23.93,148.92,148.70,79.14,79.97,60.63,64.25,109.05,109.16,29.29,29.79,9.78,10.14
123,2020-05-08,23.07,23.93,148.92,148.70,79.14,79.97,60.63,64.25,109.05,109.16,29.29,29.79,9.78,10.14
124,2020-05-11,23.25,22.80,148.45,149.11,79.03,78.57,63.16,64.41,108.40,107.77,29.65,29.38,9.92,10.10
125,2020-05-12,22.99,22.56,150.10,147.14,78.84,74.66,63.00,59.26,109.06,104.56,29.51,28.89,10.01,9.65
126,2020-05-13,22.44,21.46,146.08,147.13,74.35,72.07,59.02,59.92,104.50,102.92,28.80,28.09,9.52,9.11
127,2020-05-14,20.66,22.31,145.39,147.64,70.82,71.60,59.00,59.71,101.98,105.91,27.98,28.58,8.77,9.15
128,2020-05-15,21.97,22.63,147.87,150.44,70.64,72.11,59.50,61.35,104.98,109.05,28.28,28.31,8.85,9.04
129,2020-05-15,21.97,22.63,147.87,150.44,70.64,72.11,59.50,61.35,104.98,109.05,28.28,28.31,8.85,9.04
130,2020-05-15,21.97,22.63,147.87,150.44,70.64,72.11,59.50,61.35,104.98,109.05,28.28,28.31,8.85,9.04
131,2020-05-18,24.00,24.81,152.49,150.52,74.95,77.37,64.00,63.93,114.47,116.85,28.99,29.45,9.62,9.87
132,2020-05-19,24.75,24.69,150.10,149.02,77.04,74.28,63.82,63.51,115.10,114.37,29.46,28.96,10.14,9.64
133,2020-05-20,25.31,25.48,149.75,147.68,75.27,76.41,65.19,68.14,116.42,119.92,29.27,29.59,9.91,9.87
134,2020-05-21,25.29,25.80,148.50,146.71,76.49,76.97,67.82,67.97,119.34,117.83,29.79,29.77,9.87,9.89
135,2020-05-22,25.99,25.98,144.57,144.37,76.32,77.10,67.80,68.11,117.50,118.02,29.78,29.88,10.02,9.70
136,2020-05-22,25.99,25.98,144.57,144.37,76.32,77.10,67.80,68.11,117.50,118.02,29.78,29.88,10.02,9.70
137,2020-05-22,25.99,25.98,144.57,144.37,76.32,77.10,67.80,68.11,117.50,118.02,29.78,29.88,10.02,9.70
138,2020-05-22,25.99,25.98,144.57,144.37,76.32,77.10,67.80,68.11,117.50,118.02,29.78,29.88,10.02,9.70
139,2020-05-26,27.82,27.40,146.19,144.56,79.07,80.61,70.66,74.93,121.05,120.95,30.64,30.82,10.27,11.14
140,2020-05-27,28.53,27.79,144.32,144.89,82.23,84.22,76.39,75.04,123.68,121.53,31.74,31.85,12.43,11.98
141,2020-05-28,27.86,26.68,146.02,146.97,85.12,84.29,76.48,75.93,121.60,116.75,32.03,31.06,11.78,10.98
142,2020-05-29,26.35,25.88,147.96,148.75,83.15,84.02,75.45,76.52,116.19,117.30,30.55,30.86,10.48,10.50
143,2020-05-29,26.35,25.88,147.96,148.75,83.15,84.02,75.45,76.52,116.19,117.30,30.55,30.86,10.48,10.50
144,2020-05-29,26.35,25.88,147.96,148.75,83.15,84.02,75.45,76.52,116.19,117.30,30.55,30.86,10.48,10.50
145,2020-06-01,25.99,26.94,147.29,147.19,83.99,85.09,76.66,77.42,117.26,118.77,30.75,30.93,10.79,11.11
146,2020-06-02,27.32,27.41,147.06,148.25,85.64,85.36,78.32,78.59,119.00,118.75,31.05,30.99,11.40,11.22
147,2020-06-03,28.42,29.07,148.52,148.65,86.54,87.81,79.63,78.94,119.99,122.18,31.30,31.51,11.56,11.85
148,2020-06-04,28.86,29.16,146.80,146.73,87.09,87.59,78.00,79.97,121.95,123.69,31.39,31.80,12.85,16.72
149,2020-06-05,31.00,30.61,147.69,147.30,90.00,89.06,81.72,84.31,126.31,124.82,32.54,32.77,21.25,18.59
150,2020-06-05,31.00,30.61,147.69,147.30,90.00,89.06,81.72,84.31,126.31,124.82,32.54,32.77,21.25,18.59
151,2020-06-05,31.00,30.61,147.69,147.30,90.00,89.06,81.72,84.31,126.31,124.82,32.54,32.77,21.25,18.59
152,2020-06-08,31.22,30.68,145.88,146.77,89.15,89.51,84.62,86.74,125.10,127.28,33.00,33.23,19.86,20.31
153,2020-06-09,29.40,29.86,148.25,145.96,88.04,88.59,85.00,85.00,125.63,123.89,32.81,32.62,18.45,18.55
154,2020-06-10,29.80,28.75,146.60,147.80,88.77,84.87,85.32,83.86,124.02,122.18,32.57,32.14,17.69,17.02
155,2020-06-11,26.62,26.50,148.58,140.87,82.34,80.13,78.95,74.52,117.60,112.64,31.20,30.17,14.61,14.38
156,2020-06-12,28.72,27.96,142.84,142.15,82.83,80.49,78.00,77.32,115.17,115.49,31.02,30.50,16.82,16.74
157,2020-06-12,28.72,27.96,142.84,142.15,82.83,80.49,78.00,77.32,115.17,115.49,31.02,30.50,16.82,16.74
158,2020-06-12,28.72,27.96,142.84,142.15,82.83,80.49,78.00,77.32,115.17,115.49,31.02,30.50,16.82,16.74
159,2020-06-15,26.61,27.77,141.00,141.25,79.90,82.39,74.18,76.41,112.08,117.08,29.99,30.50,15.27,16.70
160,2020-06-16,29.11,27.78,144.09,144.46,85.87,85.12,79.77,79.23,121.24,118.44,31.42,30.78,18.36,17.03
161,2020-06-17,27.78,27.16,144.90,144.02,85.52,85.42,79.25,79.17,118.64,117.65,30.78,30.26,16.76,16.98
162,2020-06-18,26.90,27.09,142.52,143.41,84.76,85.14,78.25,78.81,116.88,118.37,30.06,30.35,16.37,16.49
163,2020-06-19,27.74,26.59,145.79,143.83,86.68,85.58,80.22,78.35,119.98,114.35,30.69,30.31,16.89,16.00
164,2020-06-19,27.74,26.59,145.79,143.83,86.68,85.58,80.22,78.35,119.98,114.35,30.69,30.31,16.89,16.00
165,2020-06-19,27.74,26.59,145.79,143.83,86.68,85.58,80.22,78.35,119.98,114.35,30.69,30.31,16.89,16.00
166,2020-06-22,26.60,26.37,143.47,143.39,85.09,85.66,75.51,75.78,114.19,115.92,30.18,30.11,14.90,14.92
167,2020-06-23,26.75,26.25,143.74,142.86,86.74,85.32,76.84,76.12,116.96,116.59,30.30,30.25,13.76,14.00
168,2020-06-24,25.85,25.28,141.49,139.82,84.27,82.88,75.41,73.32,115.85,112.07,30.03,29.42,13.59,13.04
169,2020-06-25,25.00,25.23,140.57,139.67,82.09,83.64,73.26,73.95,108.99,111.36,29.49,29.72,12.53,13.17
170,2020-06-26,25.00,24.46,139.53,137.81,83.17,82.50,74.93,74.64,110.95,109.10,29.56,29.08,13.20,12.38
171,2020-06-26,25.00,24.46,139.53,137.81,83.17,82.50,74.93,74.64,110.95,109.10,29.56,29.08,13.20,12.38
172,2020-06-26,25.00,24.46,139.53,137.81,83.17,82.50,74.93,74.64,110.95,109.10,29.56,29.08,13.20,12.38
173,2020-06-29,24.71,25.30,138.74,139.04,83.69,84.83,75.97,76.33,109.00,111.52,29.33,29.91,12.57,13.32
174,2020-06-30,25.09,25.30,139.40,140.63,84.55,84.80,75.81,77.21,111.50,111.51,30.01,30.23,13.10,13.07
175,2020-07-01,25.30,24.96,140.69,140.38,85.44,83.90,76.95,76.06,112.82,113.01,30.13,29.90,13.48,12.81
176,2020-07-02,25.62,25.24,141.25,140.97,85.65,85.66,77.67,78.56,115.00,112.18,30.11,30.08,13.35,12.50
177,2020-07-02,25.62,25.24,141.25,140.97,85.65,85.66,77.67,78.56,115.00,112.18,30.11,30.08,13.35,12.50
178,2020-07-02,25.62,25.24,141.25,140.97,85.65,85.66,77.67,78.56,115.00,112.18,30.11,30.08,13.35,12.50
